De_CodFolha,De_DescFolha,De_CodEvento,De_DescEvento,De_TipoEvento,DataUltimaUtilizacao,Para_CodFolha,Para_DescFolha,Para_CodEvento,Para_DescEvento,Pred_Para_CodFolha,Pred_Para_DescFolha,Pred_Para_CodEvento,Pred_Para_DescEvento
5,RESCISAO,13696,VALOR DEDUCAO POR DEPENDENTE IRRF,R,202306,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
501,RET I RESCISAO TOTALIZADORA,13696,VALOR DEDUCAO POR DEPENDENTE IRRF,R,202306,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
502,RET I RESCISAO RETIFICADORA,13696,VALOR DEDUCAO POR DEPENDENTE IRRF,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
6,ADIANTAMENTO QUINZENAL,13696,VALOR DEDUCAO POR DEPENDENTE IRRF,R,202306,,,,,6.0,ADIANTAMENTO QUINZENAL,14205.0,RES PERICULOSIDADE
8,RESCISAO COMP FORA DO MES,13696,VALOR DEDUCAO POR DEPENDENTE IRRF,R,202206,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
80,RESCISAO COMP FM DISSIDIO,13696,VALOR DEDUCAO POR DEPENDENTE IRRF,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
81,RESCISAO PRO LABORE,13696,VALOR DEDUCAO POR DEPENDENTE IRRF,R,202302,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,13700,DEDUCAO INSS IRRF MES,R,202306,,,,,1.0,MENSAL,14205.0,RES PERICULOSIDADE
302,RET I MENSAL RETIFICADORA I,13700,DEDUCAO INSS IRRF MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,13700,DEDUCAO INSS IRRF MES,R,202306,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,13700,DEDUCAO INSS IRRF MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,13700,DEDUCAO INSS IRRF MES,R,202303,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
8,RESCISAO COMP FORA DO MES,13700,DEDUCAO INSS IRRF MES,R,202107,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
80,RESCISAO COMP FM DISSIDIO,13700,DEDUCAO INSS IRRF MES,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
10,MENSAL PRO-LABORE/DIRETOR,16904,DEDUCOES LEGAL IRRF PRO-LABORE,R,202306,,,,,39.0,ACORDO TRABALHISTA,14205.0,#N/D
2,FERIAS 1 OCORRENCIA NO MES,13705,DEDUCAO INSS IRRF FERIAS,R,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,14205.0,RES PERICULOSIDADE
1,MENSAL,16902,DEDUCOES LEGAL IRRF FERIAS,R,202306,,,,,1.0,MENSAL,14205.0,RES PERICULOSIDADE
1,MENSAL,13710,DEDUCAO INSS IRRF 13º SALARIO,R,202212,,,,,1.0,MENSAL,14205.0,RES PERICULOSIDADE
4,13 SALARIO,13710,DEDUCAO INSS IRRF 13º SALARIO,R,202212,,,,,3.0,ADIANTAMENTO 13 SALARIO,14205.0,RES PERICULOSIDADE
5,RESCISAO,13710,DEDUCAO INSS IRRF 13º SALARIO,R,202306,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,13710,DEDUCAO INSS IRRF 13º SALARIO,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,13710,DEDUCAO INSS IRRF 13º SALARIO,R,202303,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,16903,DEDUCOES LEGAL IRRF 13 SALARIO,R,202306,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
1,MENSAL,14000,BASE FGTS MES,R,202306,,,,,1.0,MENSAL,14205.0,RES PERICULOSIDADE
302,RET I MENSAL RETIFICADORA I,14000,BASE FGTS MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,14000,BASE FGTS MES,R,202306,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,14000,BASE FGTS MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,14000,BASE FGTS MES,R,202303,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
8,RESCISAO COMP FORA DO MES,14000,BASE FGTS MES,R,202107,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
80,RESCISAO COMP FM DISSIDIO,14000,BASE FGTS MES,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
300,RET I MENSAL DIFERENCA,10313,DIF BASE FGTS MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,26085.0,RES PERICULOSIDADE
301,RET I MENSAL TOTALIZADORA,10313,DIF BASE FGTS MES,R,202306,,,,,39.0,ACORDO TRABALHISTA,26085.0,RES PERICULOSIDADE
500,RET I RESCISAO DIFERENCA,10313,DIF BASE FGTS MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,26085.0,RES PERICULOSIDADE
501,RET I RESCISAO TOTALIZADORA,10313,DIF BASE FGTS MES,R,202306,,,,,39.0,ACORDO TRABALHISTA,26085.0,RES PERICULOSIDADE
301,RET I MENSAL TOTALIZADORA,10413,DEV BASE FGTS MES,R,202209,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
300,RET I MENSAL DIFERENCA,10423,DEV FGTS MES,R,202207,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
1,MENSAL,14005,BASE POSITIVA FGTS MES,R,202306,,,,,1.0,MENSAL,14205.0,RES PERICULOSIDADE
302,RET I MENSAL RETIFICADORA I,14005,BASE POSITIVA FGTS MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,14005,BASE POSITIVA FGTS MES,R,202306,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,14005,BASE POSITIVA FGTS MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,14005,BASE POSITIVA FGTS MES,R,202303,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
8,RESCISAO COMP FORA DO MES,14005,BASE POSITIVA FGTS MES,R,202107,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
80,RESCISAO COMP FM DISSIDIO,14005,BASE POSITIVA FGTS MES,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
300,RET I MENSAL DIFERENCA,10413,DEV BASE FGTS MES,R,202207,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
1,MENSAL,14010,BASE NEGATIVA FGTS MES,R,202209,,,,,1.0,MENSAL,14205.0,RES PERICULOSIDADE
302,RET I MENSAL RETIFICADORA I,14010,BASE NEGATIVA FGTS MES,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,14010,BASE NEGATIVA FGTS MES,R,202302,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
1,MENSAL,14100,BASE FGTS 13 SALARIO,R,202306,,,,,1.0,MENSAL,14205.0,RES PERICULOSIDADE
3,ADIANTAMENTO 13 SALARIO,14100,BASE FGTS 13 SALARIO,R,202211,,,,,4.0,13 SALARIO,14205.0,RES PERICULOSIDADE
302,RET I MENSAL RETIFICADORA I,14100,BASE FGTS 13 SALARIO,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
4,13 SALARIO,14100,BASE FGTS 13 SALARIO,R,202212,,,,,3.0,ADIANTAMENTO 13 SALARIO,14205.0,RES PERICULOSIDADE
5,RESCISAO,14100,BASE FGTS 13 SALARIO,R,202306,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,14100,BASE FGTS 13 SALARIO,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,14100,BASE FGTS 13 SALARIO,R,202303,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
8,RESCISAO COMP FORA DO MES,14100,BASE FGTS 13 SALARIO,R,202107,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
80,RESCISAO COMP FM DISSIDIO,14100,BASE FGTS 13 SALARIO,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,14102,RES BASE NEGATIVA FGTS 13 SALARIO,R,202304,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,14102,RES BASE NEGATIVA FGTS 13 SALARIO,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
500,RET I RESCISAO DIFERENCA,10315,DIF BASE FGTS 13 SALARIO,R,202304,,,,,39.0,ACORDO TRABALHISTA,26085.0,RES PERICULOSIDADE
501,RET I RESCISAO TOTALIZADORA,10315,DIF BASE FGTS 13 SALARIO,R,202306,,,,,39.0,ACORDO TRABALHISTA,26085.0,RES PERICULOSIDADE
1,MENSAL,14105,BASE POSITIVA FGTS 13 SALARIO,R,202306,,,,,1.0,MENSAL,14205.0,RES PERICULOSIDADE
3,ADIANTAMENTO 13 SALARIO,14105,BASE POSITIVA FGTS 13 SALARIO,R,202211,,,,,4.0,13 SALARIO,14205.0,RES PERICULOSIDADE
302,RET I MENSAL RETIFICADORA I,14105,BASE POSITIVA FGTS 13 SALARIO,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
4,13 SALARIO,14105,BASE POSITIVA FGTS 13 SALARIO,R,202212,,,,,3.0,ADIANTAMENTO 13 SALARIO,14205.0,RES PERICULOSIDADE
5,RESCISAO,14105,BASE POSITIVA FGTS 13 SALARIO,R,202306,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,14105,BASE POSITIVA FGTS 13 SALARIO,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,14105,BASE POSITIVA FGTS 13 SALARIO,R,202303,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
8,RESCISAO COMP FORA DO MES,14105,BASE POSITIVA FGTS 13 SALARIO,R,202107,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
80,RESCISAO COMP FM DISSIDIO,14105,BASE POSITIVA FGTS 13 SALARIO,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
1,MENSAL,14110,BASE NEGATIVA FGTS 13 SALARIO,R,202212,,,,,1.0,MENSAL,14205.0,RES PERICULOSIDADE
4,13 SALARIO,14110,BASE NEGATIVA FGTS 13 SALARIO,R,202212,,,,,3.0,ADIANTAMENTO 13 SALARIO,14205.0,RES PERICULOSIDADE
5,RESCISAO,14110,BASE NEGATIVA FGTS 13 SALARIO,R,202304,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,14110,BASE NEGATIVA FGTS 13 SALARIO,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
10,MENSAL PRO-LABORE/DIRETOR,14115,BASE FGTS PRO LABORE,R,202306,,,,,39.0,ACORDO TRABALHISTA,14205.0,#N/D
81,RESCISAO PRO LABORE,14115,BASE FGTS PRO LABORE,R,202302,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
10,MENSAL PRO-LABORE/DIRETOR,14120,BASE POSITIVA FGTS PRO LABORE,R,202306,,,,,39.0,ACORDO TRABALHISTA,14205.0,#N/D
81,RESCISAO PRO LABORE,14120,BASE POSITIVA FGTS PRO LABORE,R,202302,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
10,MENSAL PRO-LABORE/DIRETOR,14125,BASE NEGATIVA FGTS PRO LABORE,R,202212,,,,,39.0,ACORDO TRABALHISTA,14205.0,#N/D
5,RESCISAO,14200,BASE FGTS RESCISAO,R,202304,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,14200,BASE FGTS RESCISAO,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,14200,BASE FGTS RESCISAO,R,202303,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
8,RESCISAO COMP FORA DO MES,14200,BASE FGTS RESCISAO,R,202107,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
80,RESCISAO COMP FM DISSIDIO,14200,BASE FGTS RESCISAO,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
500,RET I RESCISAO DIFERENCA,10314,DIF BASE FGTS RESCISAO,R,202304,,,,,39.0,ACORDO TRABALHISTA,26085.0,RES PERICULOSIDADE
501,RET I RESCISAO TOTALIZADORA,10314,DIF BASE FGTS RESCISAO,R,202306,,,,,39.0,ACORDO TRABALHISTA,26085.0,RES PERICULOSIDADE
500,RET I RESCISAO DIFERENCA,10317,DIF BASE FGTS 13 RESCISAO,R,202304,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
501,RET I RESCISAO TOTALIZADORA,10317,DIF BASE FGTS 13 RESCISAO,R,202306,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
5,RESCISAO,14205,BASE FGTS 13 RESCISAO,R,202304,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,14205,BASE FGTS 13 RESCISAO,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,14205,BASE FGTS 13 RESCISAO,R,202303,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
8,RESCISAO COMP FORA DO MES,14205,BASE FGTS 13 RESCISAO,R,202107,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
80,RESCISAO COMP FM DISSIDIO,14205,BASE FGTS 13 RESCISAO,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,14210,BASE FGTS INDENIZADO,R,202304,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,14210,BASE FGTS INDENIZADO,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,14210,BASE FGTS INDENIZADO,R,202303,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
80,RESCISAO COMP FM DISSIDIO,14210,BASE FGTS INDENIZADO,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
500,RET I RESCISAO DIFERENCA,10318,DIF BASE FGTS INDENIZADO,R,202304,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
501,RET I RESCISAO TOTALIZADORA,10318,DIF BASE FGTS INDENIZADO,R,202306,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
500,RET I RESCISAO DIFERENCA,10319,DIF BASE FGTS 13 INDENIZADO,R,202304,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
501,RET I RESCISAO TOTALIZADORA,10319,DIF BASE FGTS 13 INDENIZADO,R,202306,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
5,RESCISAO,14215,BASE FGTS 13 INDENIZADO,R,202304,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,14215,BASE FGTS 13 INDENIZADO,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,14215,BASE FGTS 13 INDENIZADO,R,202303,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
80,RESCISAO COMP FM DISSIDIO,14215,BASE FGTS 13 INDENIZADO,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,14220,BASE FGTS MULTA,R,202304,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,14220,BASE FGTS MULTA,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,14220,BASE FGTS MULTA,R,202303,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
8,RESCISAO COMP FORA DO MES,14220,BASE FGTS MULTA,R,202107,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
80,RESCISAO COMP FM DISSIDIO,14220,BASE FGTS MULTA,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
500,RET I RESCISAO DIFERENCA,10320,DIF BASE FGTS MULTA,R,202304,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
501,RET I RESCISAO TOTALIZADORA,10320,DIF BASE FGTS MULTA,R,202306,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
1,MENSAL,14225,BASE FGTS PARA SEFIP,R,202306,,,,,1.0,MENSAL,14205.0,RES PERICULOSIDADE
10,MENSAL PRO-LABORE/DIRETOR,14225,BASE FGTS PARA SEFIP,R,202306,,,,,39.0,ACORDO TRABALHISTA,14205.0,#N/D
302,RET I MENSAL RETIFICADORA I,14225,BASE FGTS PARA SEFIP,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,14225,BASE FGTS PARA SEFIP,R,202306,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,14225,BASE FGTS PARA SEFIP,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,14225,BASE FGTS PARA SEFIP,R,202303,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
8,RESCISAO COMP FORA DO MES,14225,BASE FGTS PARA SEFIP,R,202107,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
80,RESCISAO COMP FM DISSIDIO,14225,BASE FGTS PARA SEFIP,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
81,RESCISAO PRO LABORE,14225,BASE FGTS PARA SEFIP,R,202302,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
300,RET I MENSAL DIFERENCA,10321,DIF BASE FGTS PARA SEFIP,R,202304,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
301,RET I MENSAL TOTALIZADORA,10321,DIF BASE FGTS PARA SEFIP,R,202306,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
500,RET I RESCISAO DIFERENCA,10321,DIF BASE FGTS PARA SEFIP,R,202304,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
501,RET I RESCISAO TOTALIZADORA,10321,DIF BASE FGTS PARA SEFIP,R,202306,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
300,RET I MENSAL DIFERENCA,10421,DEV BASE FGTS PARA SEFIP,R,202207,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
301,RET I MENSAL TOTALIZADORA,10421,DEV BASE FGTS PARA SEFIP,R,202209,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
1,MENSAL,14230,BASE FGTS 13º SALARIO PARA SEFIP,R,202306,,,,,1.0,MENSAL,14205.0,RES PERICULOSIDADE
3,ADIANTAMENTO 13 SALARIO,14230,BASE FGTS 13º SALARIO PARA SEFIP,R,202211,,,,,4.0,13 SALARIO,14205.0,RES PERICULOSIDADE
302,RET I MENSAL RETIFICADORA I,14230,BASE FGTS 13º SALARIO PARA SEFIP,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
4,13 SALARIO,14230,BASE FGTS 13º SALARIO PARA SEFIP,R,202212,,,,,3.0,ADIANTAMENTO 13 SALARIO,14205.0,RES PERICULOSIDADE
5,RESCISAO,14230,BASE FGTS 13º SALARIO PARA SEFIP,R,202306,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,14230,BASE FGTS 13º SALARIO PARA SEFIP,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
7,RESCISAO COMP NO MES,14230,BASE FGTS 13º SALARIO PARA SEFIP,R,202303,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
8,RESCISAO COMP FORA DO MES,14230,BASE FGTS 13º SALARIO PARA SEFIP,R,202107,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
80,RESCISAO COMP FM DISSIDIO,14230,BASE FGTS 13º SALARIO PARA SEFIP,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
500,RET I RESCISAO DIFERENCA,10322,DIF BASE FGTS 13º SALARIO PARA SEFIP,R,202304,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
501,RET I RESCISAO TOTALIZADORA,10322,DIF BASE FGTS 13º SALARIO PARA SEFIP,R,202306,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
1,MENSAL,14300,FGTS MES,R,202306,,,,,1.0,MENSAL,27280.0,IND 08 - OURO PROTESE DEP 2
10,MENSAL PRO-LABORE/DIRETOR,14300,FGTS MES,R,202306,,,,,39.0,ACORDO TRABALHISTA,27280.0,#N/D
302,RET I MENSAL RETIFICADORA I,14300,FGTS MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,27280.0,GRRF-FGTS INDENIZADO RESCISAO
5,RESCISAO,14300,FGTS MES,R,202306,,,,,5.0,RESCISAO,26852.0,IND 08 - OURO PROTESE DEP 2
502,RET I RESCISAO RETIFICADORA,14300,FGTS MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,27280.0,GRRF-FGTS INDENIZADO RESCISAO
8,RESCISAO COMP FORA DO MES,14300,FGTS MES,R,202107,,,,,39.0,ACORDO TRABALHISTA,27318.0,INDICADOR RESCISAO MES
80,RESCISAO COMP FM DISSIDIO,14300,FGTS MES,R,202207,,,,,39.0,ACORDO TRABALHISTA,27318.0,GRRF-FGTS INDENIZADO RESCISAO
81,RESCISAO PRO LABORE,14300,FGTS MES,R,202302,,,,,39.0,ACORDO TRABALHISTA,27280.0,GRRF-FGTS INDENIZADO RESCISAO
300,RET I MENSAL DIFERENCA,10323,DIF FGTS MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
301,RET I MENSAL TOTALIZADORA,10323,DIF FGTS MES,R,202306,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
500,RET I RESCISAO DIFERENCA,10323,DIF FGTS MES,R,202304,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
501,RET I RESCISAO TOTALIZADORA,10323,DIF FGTS MES,R,202306,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
301,RET I MENSAL TOTALIZADORA,10423,DEV FGTS MES,R,202209,,,,,39.0,ACORDO TRABALHISTA,27492.0,RES PERICULOSIDADE
1,MENSAL,14305,FGTS 13 SALARIO,R,202306,,,,,1.0,MENSAL,14205.0,RES PERICULOSIDADE
3,ADIANTAMENTO 13 SALARIO,14305,FGTS 13 SALARIO,R,202211,,,,,4.0,13 SALARIO,14205.0,RES PERICULOSIDADE
302,RET I MENSAL RETIFICADORA I,14305,FGTS 13 SALARIO,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
4,13 SALARIO,14305,FGTS 13 SALARIO,R,202212,,,,,3.0,ADIANTAMENTO 13 SALARIO,14205.0,RES PERICULOSIDADE
5,RESCISAO,14305,FGTS 13 SALARIO,R,202306,,,,,5.0,RESCISAO,14205.0,RES PERICULOSIDADE
502,RET I RESCISAO RETIFICADORA,14305,FGTS 13 SALARIO,R,202304,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
8,RESCISAO COMP FORA DO MES,14305,FGTS 13 SALARIO,R,202107,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
80,RESCISAO COMP FM DISSIDIO,14305,FGTS 13 SALARIO,R,202207,,,,,39.0,ACORDO TRABALHISTA,14205.0,ADCIONAL DE HORAS TRABALHADAS RESULTADO
