De_CodFolha,De_DescFolha,De_CodEvento,De_DescEvento,De_TipoEvento,DataUltimaUtilizacao,Para_CodFolha,Para_DescFolha,Para_CodEvento,Para_DescEvento
5,RESCISAO,10730,ADICIONAL PERICULOSIDADE RESULTADO,R,202310,5,RESCISAO,11025,RES PERICULOSIDADE
5,RESCISAO,10980,INSAL 40% SOBRE PISO SAL. RESULTADO,R,201602,5,RESCISAO,11030,RES INSALUBRIDADE
5,RESCISAO,10520,TRIENIO RESULTADO,R,202310,5,RESCISAO,11205,RES TRIENIO
5,RESCISAO,10540,QUINQUENIO RESULTADO,R,202310,5,RESCISAO,11210,RES QUINQUENIO
5,RESCISAO,10120,BASE CALC FERIAS,R,202310,5,RESCISAO,11400,BASE FERIAS
5,RESCISAO,23395,BASE MED FER TAXA ENFE,R,202310,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23400,BASE MED FER GRAT,R,201809,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23405,BASE MEDIA FER GRAT EXTRA,R,201912,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23410,BASE MEDIA FER  GRAT ASS,R,202310,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23425,BASE MEDIA FER SAL SUBST,R,202202,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23445,BASE  MED FER AD NOT,R,201904,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23450,BASE  MED FER AD NOTU,R,202310,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23455,BASE  MED FER AD NOTUR,R,202310,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23470,BASE HX 100 % MED FER,R,202105,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23475,BASE HX 50% MED FER,R,202008,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23480,BASE HX 50 % MED FER NAO HAB,R,202309,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23485,BASE HX NOT MED FER,R,202305,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23490,BASE HX DSR MED FER,R,202310,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23495,BASE FERIADO MED FER,R,202307,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23610,BASE MED FER QUEBRA DE CAIXA,R,202103,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,23975,BASE MED SOBRE AVISO FER,R,202310,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,24080,BASE MED DSR ADIC NOT FER,R,202310,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,24125,BASE HX 50 % STS MED FER,R,202310,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,24135,BASE HX 100 % STS MED FER,R,202211,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,24175,BASE HX NOT STS MED FER,R,202309,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,24425,BASE MED HRS SOBRE AVISO FER,R,202302,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,24430,BASE MED DSR HRS SOBRE AVISO FER,R,202302,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,24890,BASE MED PG BH FERIAS,R,202309,5,RESCISAO,11401,BASE MEDIA FERIAS
5,RESCISAO,10170,BASE CALC 13º SALARIO,R,202310,5,RESCISAO,11415,BASE 13 SALARIO
5,RESCISAO,10171,BASE CALC ADTO 13º SALARIO MES ANIV,R,202309,5,RESCISAO,11415,BASE 13 SALARIO
5,RESCISAO,10140,BASE CALC AVISO PREVIO,R,201110,5,RESCISAO,11425,BASE AVISO PREVIO
5,RESCISAO,10130,BASE CALC AFASTAMENTO,R,202310,5,RESCISAO,11430,BASE AFASTAMENTO
5,RESCISAO,23130,BASE CALCULO SEGURO DESEMPREGO,R,202310,5,RESCISAO,11505,BASE SEGURO DESEMPREGO
5,RESCISAO,24120,BASE MED HX 50% STS RESC,R,202208,5,RESCISAO,11525,BASE SALARIO HORA EXTRA E AD NOTURNO
5,RESCISAO,24140,BASE MED HX 100% STS RESC,R,202307,5,RESCISAO,11525,BASE SALARIO HORA EXTRA E AD NOTURNO
5,RESCISAO,10790,BASE CALCULO ADICIONAL NOTURNO,R,202310,5,RESCISAO,11525,BASE SALARIO HORA EXTRA E AD NOTURNO
5,RESCISAO,22820,VALOR TOTAL HORAS EXTRAS,R,202309,5,RESCISAO,11530,BASE VALOR HORAS EXTRAS MES
5,RESCISAO,20090,QUANT HORAS TRAB MES (JORNADA TRABALHO),R,202310,5,RESCISAO,11600,CARGA HORARIA MENSAL
5,RESCISAO,10020,SALARIO CONT. INSS,R,202310,5,RESCISAO,12000,BASE INSS MES
5,RESCISAO,10035,SALARIO CONT. INSS AUX,R,202310,5,RESCISAO,12001,BASE INSS AUX
5,RESCISAO,10180,SAL CONTRIB INSS FERIAS,R,202310,5,RESCISAO,12100,BASE INSS FERIAS
5,RESCISAO,10190,SAL CONTRIB INSS 13º SALARIO,R,202310,5,RESCISAO,12115,BASE INSS 13 SALARIO
5,RESCISAO,10110,SAL CONTRIB INSS ATE O TETO,R,202310,5,RESCISAO,12200,BASE INSS LIMITE TETO INSS
5,RESCISAO,22480,GRPS-PERC CONTRIB EMPRESA,R,202310,5,RESCISAO,12300,GPS-% INSS
5,RESCISAO,22481,PERC CONTR FAP PARTE EMPRESA,R,202310,5,RESCISAO,12302,GPS-% FAP
5,RESCISAO,22482,PERC CONTR FAP  PARTE EMPRESA,R,202310,5,RESCISAO,12302,GPS-% FAP
5,RESCISAO,22490,PERC CONTR TERCEIROS,R,202310,5,RESCISAO,12315,GPS-% TERCEIROS
5,RESCISAO,22505,GRPS-CONTRIB FAP EMPRESA,R,202310,5,RESCISAO,12445,GPS-SAT
5,RESCISAO,22516,GRPS-CONTRIB SAT 1/3 FÉRIAS,R,202310,5,RESCISAO,12445,GPS-SAT
5,RESCISAO,22517,GRPS-CONTRIB TERC 1/3 FÉRIAS,R,202310,5,RESCISAO,12445,GPS-SAT
5,RESCISAO,22526,GRPS-CONTRIB SAT ATESTADO MED,R,202310,5,RESCISAO,12445,GPS-SAT
5,RESCISAO,22980,SALARIO MATERNIDADE P/ GRPS,R,202205,5,RESCISAO,12789,GPS-TOTAL DEDUCAO SAL MATERNIDADE
5,RESCISAO,20010,QUANT DEP SALARIO FAMILIA,R,202310,5,RESCISAO,12850,NUM DEP SALARIO FAMILIA
5,RESCISAO,10060,VALOR COTA SALARIO FAMILIA,R,202310,5,RESCISAO,12855,VALOR COTA SALARIO FAMILIA
5,RESCISAO,10030,REND TRIB BRUTOS,R,202310,5,RESCISAO,13000,BASE BRUTA IRRF MES
5,RESCISAO,10070,BASE CALC IRRF MES,R,202310,5,RESCISAO,13000,BASE BRUTA IRRF MES
5,RESCISAO,10200,REND TRIB BRUTOS FERIAS,R,202310,5,RESCISAO,13100,BASE BRUTA IRRF FERIAS
5,RESCISAO,10210,REND TRIB BRUTOS 13º SALARIO,R,202310,5,RESCISAO,13130,BASE BRUTA IRRF 13 SALARIO
5,RESCISAO,10220,BASE CALC IRRF FERIAS,R,202310,5,RESCISAO,13310,BASE LIQUIDA IRRF FERIAS
5,RESCISAO,10230,BASE CALC IRRF 13º SALARIO,R,202310,5,RESCISAO,13320,BASE LIQUIDA IRRF 13 SALARIO
5,RESCISAO,10080,DEDUCOES IRRF MES,R,202310,5,RESCISAO,13600,DEDUCOES IRRF MES
5,RESCISAO,24950,DEDUÇOES IRRF MES,R,202310,5,RESCISAO,13600,DEDUCOES IRRF MES
5,RESCISAO,10240,DEDUCOES IRRF FERIAS,R,202310,5,RESCISAO,13605,DEDUCOES IRRF FERIAS
5,RESCISAO,24955,DEDUÇOES LEGAIS IRRF FERIAS,R,202310,5,RESCISAO,13605,DEDUCOES IRRF FERIAS
5,RESCISAO,10250,DEDUCOES IRRF 13º SALARIO,R,202310,5,RESCISAO,13615,DEDUCOES IRRF 13 SALARIO
5,RESCISAO,24960,DEDUÇOES LEGAIS IRRF 13,R,202310,5,RESCISAO,13615,DEDUCOES IRRF 13 SALARIO
5,RESCISAO,23010,DEDUCOES DEP IRRF,R,202310,5,RESCISAO,13650,DEDUCAO DEPENDENTE IRRF MES
5,RESCISAO,20040,QUANT DEP IRRF,R,202310,5,RESCISAO,13695,NUM DEP IMPOSTO RENDA
5,RESCISAO,24945,DEDUCOES IRRF MES DESCONTO SIMPLIFICADO,R,202310,5,RESCISAO,13699,VALOR DEDUCAO SIMPLIFICADA
5,RESCISAO,10040,BASE CALC FGTS MES,R,202310,5,RESCISAO,14000,BASE FGTS MES
5,RESCISAO,10075,BASE CALC FGTS MES AUX,R,202310,5,RESCISAO,14005,BASE SAL POS FGTS
5,RESCISAO,10260,BASE CALC FGTS 13º SALARIO,R,202310,5,RESCISAO,14100,BASE FGTS 13 SALARIO
5,RESCISAO,11850,BASE CALC FGTS RESCISAO,R,202310,5,RESCISAO,14200,BASE FGTS RESCISAO
5,RESCISAO,11880,BASE CALC FGTS 13. INDENIZADO,R,202310,5,RESCISAO,14205,BASE FGTS 13 RESCISAO
5,RESCISAO,11860,BASE CALC FGTS 13. RESCISAO,R,202310,5,RESCISAO,14205,BASE FGTS 13 RESCISAO
5,RESCISAO,11870,BASE CALC FGTS INDENIZADO,R,202310,5,RESCISAO,14210,BASE FGTS INDENIZADO
5,RESCISAO,10090,FGTS MES,R,202310,5,RESCISAO,14300,FGTS MES
5,RESCISAO,23995,DIF DE FGTS,P,201903,5,RESCISAO,14300,FGTS MES
5,RESCISAO,10270,FGTS 13º SALARIO,R,202310,5,RESCISAO,14305,FGTS 13 SALARIO
5,RESCISAO,1520,FGTS 13º SALARIO RES. P/GRFP,R,202310,5,RESCISAO,14308,+FGTS 13 SALARIO
5,RESCISAO,1620,MULTA RESCISAO,P,201903,5,RESCISAO,14310,FGTS MULTA RESCISAO
5,RESCISAO,1530,FGTS 40% RESCISAO,R,199802,5,RESCISAO,14313,+FGTS MULTA 40% RESCISAO
5,RESCISAO,22760,FGTS MULTA RESCISAO 40% GRRF,R,202310,5,RESCISAO,14313,+FGTS MULTA 40% RESCISAO
5,RESCISAO,22750,FGTS RESCISAO P/ GRFP,R,202310,5,RESCISAO,14350,GRRF-FGTS RESCISAO
5,RESCISAO,11890,FGTS RESCISAO INDENIZADO P/ GRFP,R,202310,5,RESCISAO,14360,GRRF-FGTS INDENIZADO RESCISAO
5,RESCISAO,11900,FGTS 13. SAL INDENIZADO,R,202310,5,RESCISAO,14365,GRRF-FGTS 13º SALARIO INDENIZADO RESCISA
5,RESCISAO,10300,SALDO FGTS BANCO,R,202310,5,RESCISAO,14405,FGTS - SALDO FGTS ACUMULADO BANCO
5,RESCISAO,10490,VALOR TOTAL PASSES ONIBUS,R,202310,5,RESCISAO,17502,TOTAL CREDITO VALE TRANSPORTE
5,RESCISAO,20220,QUANT PASSES ONIBUS,R,202310,5,RESCISAO,17510,QTD PASSES ONIBUS DIA
5,RESCISAO,12002,IDADE FUNCIONARIO,R,202310,5,RESCISAO,18567,IDADE DO TITULAR
5,RESCISAO,12065,IDADE DEPENDENTE 1,R,202310,5,RESCISAO,18568,IDADE DO DEP1
5,RESCISAO,12087,IDADE DEPENDENTE 2,R,202310,5,RESCISAO,18569,IDADE DO DEP2
5,RESCISAO,12088,IDADE DEPENDENTE 3,R,202310,5,RESCISAO,18570,IDADE DO DEP3
5,RESCISAO,12089,IDADE DEPENDENTE 4,R,202310,5,RESCISAO,18571,IDADE DO DEP4
5,RESCISAO,11920,QUANT DIAS  ÚTEIS P/ REFEIÇÕES,R,201803,5,RESCISAO,19641,DIAS COMPRA VR NORMAL
5,RESCISAO,23390,BASE QUAT DE DIAS TRAB NO MES,R,202310,5,RESCISAO,20003,NUM DIAS TRABALHADOS MENSALISTA
5,RESCISAO,20000,QUANT DIAS TRAB MES,R,202310,5,RESCISAO,20005,NUM DIAS TRABALHADOS MES
5,RESCISAO,10510,QUANT TRIENIOS,R,202310,5,RESCISAO,20205,NUM TRIENIOS
5,RESCISAO,10530,QUANT QUINQUENIOS,R,202310,5,RESCISAO,20210,NUM QUINQUENIOS
5,RESCISAO,20150,QUANT DIAS LICENCA MATERNIDADE,R,202205,5,RESCISAO,20405,NUM DIAS LICENCA MATERNIDADE
5,RESCISAO,20031,NUM DIAS ATESTADO MEDICO  AUX DOENCA <=1,R,202310,5,RESCISAO,20415,NUM DIAS AF AUXILIO DOENCA ATE O PRAZO
5,RESCISAO,20032,NUM DIAS ATESTADO MEDICO  AUX DOENCA > 1,R,201902,5,RESCISAO,20415,NUM DIAS AF AUXILIO DOENCA ATE O PRAZO
5,RESCISAO,20035,TOTAL NUM DIAS ATESTADO MEDICO,R,202310,5,RESCISAO,20415,NUM DIAS AF AUXILIO DOENCA ATE O PRAZO
5,RESCISAO,20034,NUM DIAS ATESTADO MEDICO ACID TRAB <=15,R,202208,5,RESCISAO,20425,NUM DIAS AF AUXILIO AC TRABALHO ATE O PR
5,RESCISAO,20070,QUANT HORAS EXTRAS 50%,R,201808,5,RESCISAO,20600,QTD HORAS EXTRAS 50%
5,RESCISAO,22670,QUANT H EXT 50%,R,202309,5,RESCISAO,20600,QTD HORAS EXTRAS 50%
5,RESCISAO,20080,QUANT HORAS EXTRAS 100%,R,201805,5,RESCISAO,20650,QTD HORAS EXTRAS 100%
5,RESCISAO,20230,QUANT HORAS EXTRAS NOTURNA,R,202307,5,RESCISAO,20860,QTD HORAS EXTRAS NOTURNAS
5,RESCISAO,20210,QUANT HORAS ADICIONAL NOTURNO,R,202307,5,RESCISAO,21100,QTD ADICIONAL NOTURNO 20%
5,RESCISAO,20060,QUANT DIAS FALTAS INJUSTIFICADAS,R,202310,5,RESCISAO,21400,QTD. DIAS FALTAS INJUSTIFICADAS
5,RESCISAO,10950,QUANT FALTAS MES ANTERIOR,R,200610,5,RESCISAO,21401,DIF QTD. DIAS FALTAS INJUSTIFICADAS
5,RESCISAO,24095,QUANT DIAS DE SUSPENSÃO,R,202308,5,RESCISAO,21405,QTD. DIAS FALTAS SUSPENSAO
5,RESCISAO,22630,JUSTIFICATIVA FALTAS,R,200109,5,RESCISAO,21415,QTD DIAS FALTAS JUSTIFICADAS
5,RESCISAO,10960,QUANT ATRASO MINUTOS,R,202310,5,RESCISAO,21420,QTD ATRASOS MINUTOS
5,RESCISAO,11070,QUANT MINUTOS SAIDA ANTECIPADA,R,202011,5,RESCISAO,21420,QTD ATRASOS MINUTOS
5,RESCISAO,10940,QUANT DIAS REPOUSO REMUNERADO,R,202003,5,RESCISAO,21495,QTD. DIAS DESCONTO DSR
5,RESCISAO,22740,QUANT DIAS FALTAS REP. REMUNERADO,R,202310,5,RESCISAO,21495,QTD. DIAS DESCONTO DSR
5,RESCISAO,24345,QUANT HORAS NEGATIVAS (BANCO DE HORAS),R,202310,5,RESCISAO,21520,QTD DESC SALDO NEGATIVO BANCO DE HORAS
5,RESCISAO,20030,QUANT DIAS AFASTAMENTO MES,R,202309,5,RESCISAO,21604,NUM DIAS AFASTAMENTO MES
5,RESCISAO,22780,QUANT DIAS NAO TRAB ADMISSAO,R,202310,5,RESCISAO,21606,NUM DIAS NAO TRAB ADMISSAO
5,RESCISAO,22790,QUANT DIAS NAO TRAB RESCISAO,R,202310,5,RESCISAO,21609,NUM DIAS NAO TRAB RESCISAO
5,RESCISAO,22810,QUANT DIAS NAO UTEIS DSR,R,202310,5,RESCISAO,21610,NUM DIAS DSR ( DOMINGOS / FERIADOS )
5,RESCISAO,22770,QUANT DIAS UTEIS DSR,R,202310,5,RESCISAO,21611,NUM DIAS UTEIS DSR
5,RESCISAO,20170,QUANT MESES 13º SALARIO,R,202310,5,RESCISAO,21700,NUM AVOS 13 SALARIO
5,RESCISAO,20160,QUANT MESES 13º SALARIO RESCISAO,R,202310,5,RESCISAO,21705,NUM AVOS 13 SALARIO RESCISAO
5,RESCISAO,20180,QUANT MESES FERIAS PROPORCIONAIS,R,202310,5,RESCISAO,21710,NUM AVOS FERIAS PROPORCIONAIS
5,RESCISAO,20100,QUANT DIAS ABONO PECUNIARIO TOTAL,R,201510,5,RESCISAO,21735,NUM DIAS AB PEC TOTAL I
5,RESCISAO,20200,QUANT DIAS TERMINO CONTRATO EXPERIENCIA,R,202310,5,RESCISAO,21775,NUM DIAS TERMINO CONTRATO EXPERIENCIA
5,RESCISAO,23790,NUM DIAS AVISO PREVIO IND,R,202310,5,RESCISAO,21780,NUM DIAS AVISO PREVIO INDENIZADO
5,RESCISAO,23525,BASE MED ABONO FER,R,202107,5,RESCISAO,25510,RES MEDIA ABONO PEC MES I
5,RESCISAO,20110,QUANT DIAS FERIAS TOTAL,R,202307,5,RESCISAO,25691,NUM DIAS FERIAS TOTAL I
5,RESCISAO,20190,QUANT FERIAS VENCIDAS,R,202310,5,RESCISAO,25697,NUM FERIAS VENCIDAS
5,RESCISAO,20400,QUAT MAX DIAS GOZO FER PROP,R,202310,5,RESCISAO,25700,NUM MAX DIAS GOZO FER PROPORCIONAIS
5,RESCISAO,23140,NUM DIAS CORRETO MES,R,202310,5,RESCISAO,25986,NUM DIAS CORRETOS MES
5,RESCISAO,22970,INDICADOR 13º SALARIO P/ RESCISAO,R,202212,5,RESCISAO,25995,INDICADOR 13 SALARIO P/RESCISAO
5,RESCISAO,22960,BUSCA 13º SALARIO PAGO,R,202212,5,RESCISAO,26047,BUSCA 13 SALARIO
5,RESCISAO,22950,COMPARA RECEBIMENTO AD 13 SAL,R,202310,5,RESCISAO,26061,COMPARA RECEBIMENTO AD 13 SAL
5,RESCISAO,10311,1.PARCELA 13 SALARIO FL3 ANO,R,202212,5,RESCISAO,26085,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
5,RESCISAO,22954,VALIDA MÊS DEZEMBRO,R,202212,5,RESCISAO,26125,MES = DEZEMBRO
5,RESCISAO,13500,MES DE REFERENCIA,R,202310,5,RESCISAO,26126,MES DE REFERENCIA
5,RESCISAO,22953,VALIDA MÊS NOVEMBRO,R,202211,5,RESCISAO,26129,MES = NOVEMBRO
5,RESCISAO,23145,BUSCA DIAS LICENÇA GESTANTE,R,202310,5,RESCISAO,26165,BUSCA DIAS LICENCA GESTANTE
5,RESCISAO,11785,INDICADOR MATERNIDADE >= 01.09.2003,R,202310,5,RESCISAO,26177,INDICADOR MATERNIDADE >= 01/09/2003
5,RESCISAO,11790,INDICADOR MATERNIDADE < 01.09.2003,R,202107,5,RESCISAO,26180,INDICADOR MATERNIDADE < 01/09/2003
5,RESCISAO,2250,SAL MATERNIDA S/ CONV,R,201301,5,RESCISAO,26181,SALARIO MATERNIDADE - SEM CONVENIO
5,RESCISAO,10560,INDIC INSAL 20% SOBRE SALARIO MINIMO,R,202310,5,RESCISAO,27100,INDIC INSAL 20% SOBRE SALARIO MINIMO
5,RESCISAO,10563,IND INSAL 20% PISO ENF,R,202309,5,RESCISAO,27101,IND INSAL 20% PISO ENF
5,RESCISAO,10570,INDIC INSAL 20% SOBRE SALARIO BASE,R,201808,5,RESCISAO,27102,INDIC INSAL 20% SOBRE SALARIO BASE
5,RESCISAO,10580,INDIC INSAL 40% SOBRE SALARIO BASE,R,202009,5,RESCISAO,27103,INDIC INSAL 40% SOBRE SALARIO BASE
5,RESCISAO,10590,INSAL 20% SOBRE PISO SAL RESULTADO,R,202310,5,RESCISAO,27104,INSAL 20% SOBRE PISO SAL RESULTADO
5,RESCISAO,10593,INSAL 20% PISO ENF,R,202309,5,RESCISAO,27105,INSAL 20% PISO ENF
5,RESCISAO,10600,INSAL 20% SOBRE SALARIO BASE RESULTADO,R,201808,5,RESCISAO,27106,INSAL 20% SOBRE SALARIO BASE RESULTADO
5,RESCISAO,10610,INSAL 40% SOBRE SALARIO BASE RESULTADO,R,202009,5,RESCISAO,27107,INSAL 40% SOBRE SALARIO BASE RESULTADO
5,RESCISAO,10620,VALOR GRATIFICACAO,R,202309,5,RESCISAO,27110,VALOR GRATIFICACAO
5,RESCISAO,10660,QUANT MEDIA HORAS EXTRAS 50% (13º),R,201807,5,RESCISAO,27120,QUANT MEDIA HORAS EXTRAS 50% (13º)
5,RESCISAO,10690,MEDIA HORAS EXTRAS 50% 13º SALARIO,R,201807,5,RESCISAO,27121,MEDIA HORAS EXTRAS 50% 13º SALARIO
5,RESCISAO,10710,MEDIA ADICIONAL NOTURNO FERIAS,R,202310,5,RESCISAO,27123,MEDIA ADICIONAL NOTURNO FERIAS
5,RESCISAO,10780,MEDIA ADICIONAL NOTURNO 13º SALARIO,R,201808,5,RESCISAO,27124,MEDIA ADICIONAL NOTURNO 13º SALARIO
5,RESCISAO,10800,QUANT MEDIA ADIC NOTURNO (FERIAS),R,202310,5,RESCISAO,27125,QUANT MEDIA ADIC NOTURNO (FERIAS)
5,RESCISAO,10810,QUANT MEDIA HORAS EXTRAS 50% (FERIAS),R,201807,5,RESCISAO,27126,QUANT MEDIA HORAS EXTRAS 50% (FERIAS)
5,RESCISAO,10830,MEDIA HORAS EXTRAS 50% FERIAS,R,201807,5,RESCISAO,27127,MEDIA HORAS EXTRAS 50% FERIAS
5,RESCISAO,10860,MEDIA ADICIONAL NOTURNO RESCISAO,R,201808,5,RESCISAO,27130,MEDIA ADICIONAL NOTURNO RESCISAO
5,RESCISAO,10870,MEDIA HORAS EXTRAS 50% RESCISAO,R,201807,5,RESCISAO,27131,MEDIA HORAS EXTRAS 50% RESCISAO
5,RESCISAO,10890,MAIOR REMUNERACAO,R,202310,5,RESCISAO,27133,MAIOR REMUNERACAO
5,RESCISAO,10910,INDICADOR ADICIONAL DE HORAS TRABALHADAS,R,199807,5,RESCISAO,27134,INDICADOR ADICIONAL DE HORAS TRABALHADAS
5,RESCISAO,10920,ADCIONAL DE HORAS TRABALHADAS RESULTADO,R,199807,5,RESCISAO,27135,ADCIONAL DE HORAS TRABALHADAS RESULTADO
5,RESCISAO,10930,QUANT FILHOS PARA VALE CRECHE,R,201801,5,RESCISAO,27136,QUANT FILHOS PARA VALE CRECHE
5,RESCISAO,10970,INDIC INSAL 40% SOBRE SALARIO MINIMO,R,201602,5,RESCISAO,27137,INDIC INSAL 40% SOBRE SALARIO MINIMO
5,RESCISAO,11000,MEDIA DE SOBREAVISO,R,202310,5,RESCISAO,27138,MEDIA DE SOBREAVISO
5,RESCISAO,11040,VALOR DO ADCIONAL NOTURNO 20%,R,202310,5,RESCISAO,27139,VALOR DO ADCIONAL NOTURNO 20%
5,RESCISAO,11910,VALOR DA GRATIFICAÇÃO FUNÇÃO,R,202310,5,RESCISAO,27140,VALOR DA GRATIFICAÇÃO FUNÇÃO
5,RESCISAO,10480,6% REMUNERACAO (VALE TRANSPORTE),R,202310,5,RESCISAO,27141,6% REMUNERACAO (VALE TRANSPORTE)
5,RESCISAO,12082,CODIGO DEP 1,R,202310,5,RESCISAO,27143,CODIGO DEP 1
5,RESCISAO,12083,CODIGO DEP 2,R,202310,5,RESCISAO,27144,CODIGO DEP 2
5,RESCISAO,12084,CODIGO DEP 3,R,202310,5,RESCISAO,27145,CODIGO DEP 3
5,RESCISAO,12085,CODIGO DEP 4,R,202310,5,RESCISAO,27146,CODIGO DEP 4
5,RESCISAO,22920,NUMERO DE DIAS UTEIS(DIA DA SEMANA),R,202310,5,RESCISAO,27148,NUMERO DE DIAS UTEIS(DIA DA SEMANA)
5,RESCISAO,22930,NUMERO DE SABADO DO MES,R,202310,5,RESCISAO,27149,NUMERO DE SABADO DO MES
5,RESCISAO,22951,MÊS NASCIMENTO,R,202310,5,RESCISAO,27150,MÊS NASCIMENTO
5,RESCISAO,12000,IND 01 - UNIEMPRESA - ENF,R,202309,5,RESCISAO,27155,IND 01 - UNIEMPRESA - ENF
5,RESCISAO,12001,BSC VLR 01 - UNIEMPRESA - ENF,R,202310,5,RESCISAO,27156,BSC VLR 01 - UNIEMPRESA - ENF
5,RESCISAO,12003,VLR 01 - UNIEMPRESA - ENF,R,202309,5,RESCISAO,27157,VLR 01 - UNIEMPRESA - ENF
5,RESCISAO,12004,IND 02 - UNIEMPRESA - APTO,R,202309,5,RESCISAO,27158,IND 02 - UNIEMPRESA - APTO
5,RESCISAO,12005,IND 03 - UNIEMPRESA - COOP - ENF - 50%,R,202110,5,RESCISAO,27159,IND 03 - UNIEMPRESA - COOP - ENF - 50%
5,RESCISAO,12006,IND 04 - UNIEMPRESA - COOP - APTO 50%,R,201906,5,RESCISAO,27160,IND 04 - UNIEMPRESA - COOP - APTO 50%
5,RESCISAO,12008,IND 06 - UNIEMPRESA - COOP - APTO 30% ,R,201910,5,RESCISAO,27161,IND 06 - UNIEMPRESA - COOP - APTO 30% 
5,RESCISAO,12009,IND 07 - UNIFACIL - ENF - CON - 30%,R,202303,5,RESCISAO,27162,IND 07 - UNIFACIL - ENF - CON - 30%
5,RESCISAO,12011,VLR 02 - UNIEMPRESA - APTO,R,202309,5,RESCISAO,27163,VLR 02 - UNIEMPRESA - APTO
5,RESCISAO,12012,VLR 03 - UNIEMPRESA - COOP - ENF - 50%,R,202110,5,RESCISAO,27164,VLR 03 - UNIEMPRESA - COOP - ENF - 50%
5,RESCISAO,12013,VLR 04 - UNIEMPRESA - COOP - APTO - 50%,R,201906,5,RESCISAO,27165,VLR 04 - UNIEMPRESA - COOP - APTO - 50%
5,RESCISAO,12015,VLR 06 - UNIEMPRESA - COOP - APTO - 30%,R,201910,5,RESCISAO,27166,VLR 06 - UNIEMPRESA - COOP - APTO - 30%
5,RESCISAO,12016,VLR 07 - UNIFACIL - ENF - CONS - 30%,R,202303,5,RESCISAO,27167,VLR 07 - UNIFACIL - ENF - CONS - 30%
5,RESCISAO,12018,BSC VLR 02 - UNIEMPRESA - APTO,R,202310,5,RESCISAO,27168,BSC VLR 02 - UNIEMPRESA - APTO
5,RESCISAO,12019,BSC VLR 03 - UNIEMP - COOP - ENF - 50%,R,202310,5,RESCISAO,27169,BSC VLR 03 - UNIEMP - COOP - ENF - 50%
5,RESCISAO,12020,BSC VLR 04 - UNIEMP - COOP - APTO - 50%,R,202310,5,RESCISAO,27170,BSC VLR 04 - UNIEMP - COOP - APTO - 50%
5,RESCISAO,12021,BSC VLR 05 - UNIEMP - COOP - ENF - 30%,R,202310,5,RESCISAO,27171,BSC VLR 05 - UNIEMP - COOP - ENF - 30%
5,RESCISAO,12022,BSC VLR 06 - UNIEMP - COOP - APTO - 30%,R,202310,5,RESCISAO,27172,BSC VLR 06 - UNIEMP - COOP - APTO - 30%
5,RESCISAO,12023,BSC VLR 07 - UNIFACIL - ENF - CONS - 30%,R,202310,5,RESCISAO,27173,BSC VLR 06 - UNIEMP - COOP - APTO - 30%
5,RESCISAO,12024,BSC VLR 08 - UNIFACIL - ENF - CET - 30%,R,202310,5,RESCISAO,27174,BSC VLR 08 - UNIFACIL - ENF - CET - 30%
5,RESCISAO,12025,VLR 01 - UNIEMPRESA - ENF DEP 1,R,202309,5,RESCISAO,27175,VLR 01 - UNIEMPRESA - ENF DEP 1
5,RESCISAO,12030,VLR 02 - UNIEMPRESA - APTO DEP 1,R,202309,5,RESCISAO,27178,VLR 02 - UNIEMPRESA - APTO DEP 1
5,RESCISAO,12031,VLR 02 - UNIEMPRESA - APTO DEP 2,R,202208,5,RESCISAO,27179,VLR 02 - UNIEMPRESA - APTO DEP 2
5,RESCISAO,12032,VLR 02 - UNIEMPRESA - APTO DEP 3,R,202208,5,RESCISAO,27180,VLR 02 - UNIEMPRESA - APTO DEP 3
